***激光测距仪传来的距离信息***
***Receive Timestamp，Distance***
15.6216,0.0000
17.1255,0.0000
18.6215,1.5166
20.2457,1.5163
21.6775,1.5163
23.1736,1.5163
24.7574,1.5153
26.1736,1.5153
27.8214,1.5209
29.4536,1.5201
30.8696,1.5201
32.4214,1.5209
34.0534,1.5039
35.4695,1.5039
36.9735,0.5953
38.4694,1.5181
39.9735,1.5181
41.4694,1.5130
42.9733,1.5130
44.4694,1.5130
46.1013,1.5135
47.5253,1.5135
49.0214,1.5084
50.6533,1.5117
52.0693,1.5117
53.5733,1.5117
55.1493,0.6732
56.5735,0.6732
58.1255,1.0471
59.6214,2.0049
61.1254,2.0049
62.6213,2.0049
64.1254,2.0290
65.6214,2.0290
67.2054,2.1004
68.6212,2.1004
70.1253,2.0571
71.7013,2.0414
73.1253,2.0414
74.6214,2.0508
76.1254,2.0501
77.6213,2.0501
79.2533,2.0397
80.6693,2.0397
82.1734,2.0516
83.8052,2.0516
85.2212,2.0516
86.7252,2.0482
88.3571,2.0482
89.7731,2.0482
91.2693,2.0468
92.7733,2.0621
94.2692,2.0621
95.7732,2.0621
97.2694,2.0621
98.8532,2.5392
100.2692,2.5392
101.8212,2.4965
103.4532,2.4966
104.9012,2.4913
106.3733,2.4913
107.8691,2.4951
109.3731,2.4951
111.0053,2.4965
112.4211,2.4965
113.9730,2.5042
115.6051,2.5031
117.0213,2.5031
118.5253,2.5016
120.1491,2.5084
121.5731,2.5084
123.0693,2.5297
124.6531,2.5159
126.0692,2.5159
127.5732,2.5296
129.2050,2.5187
130.6212,2.5187
132.1171,2.5514
133.7491,2.5190
135.1731,2.5190
136.6692,2.5178
138.3012,2.5189
139.7172,2.5189
141.2210,2.5251
142.8531,2.5439
144.2693,2.5439
145.7730,2.5383
147.4051,2.5351
148.8212,2.5351
150.3170,0.8600
151.9490,3.0771
153.3731,3.0771
154.8689,3.0178
156.3730,3.0084
157.8691,3.0084
159.3730,3.0084
160.9489,3.0287
162.3730,3.0287
163.8691,3.0248
165.3731,3.0248
166.8691,3.0248
168.4530,3.0238
169.8691,3.0238
171.3729,3.0557
172.8691,3.0364
174.3730,3.0364
175.9490,3.0331
177.3730,3.0331
178.8690,3.0292
180.4529,3.0292
181.8690,3.0292
183.3729,3.0303
184.8690,3.0771
186.3730,3.0771
187.9491,3.0278
189.3729,3.0278
190.8690,3.0330
192.3729,3.0477
193.8690,3.0477
195.5007,3.0272
196.9171,3.0272
198.4208,3.0236
200.0049,3.0196
201.4210,3.0196
202.9169,3.0196
204.5489,3.0208
205.9731,3.0208
207.4687,3.0163
