6.7603,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
6.9547, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
6.9755,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
7.4709, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
7.9695, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
7.9881,13,47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
8.2112, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
8.2325,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
8.4586, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
8.4796,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
8.7047, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
8.7242,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
8.9707, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
8.9918,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
9.2206, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
9.2215,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
9.4685, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
9.4715,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
9.7354,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
9.9557, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
9.9755,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
10.4706, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
10.9608, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
10.9809,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
11.2065, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
11.2279,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
11.4534, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
11.4733,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
11.7170, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
11.7362,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
11.9629, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
11.9814,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
12.2065, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
12.2282,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
12.4548, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
12.4763,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
12.7225,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
12.9653, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
12.9866,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
13.4625, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
13.9721, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
13.9724,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
14.2147, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
14.2377,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
14.4635, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
14.4827,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
14.7060, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
14.7249,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
14.9695, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
14.9899,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
15.2139, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
15.2334,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
15.4581, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
15.4801,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
15.7275,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
15.9668, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
15.9890,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
16.4627, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
16.9697, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
16.9726,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
17.2171, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
17.2367,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
17.4582, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,45,
17.4780,13,46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
